ID,Image,Name,Nickname,Game,Archetype,Position,Element,Team,Power,Control,Technique,Pressure,Physical,Agility,Intelligence,Total,Age group,School year,Gender,Role
117.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/k/eksfr7ppi60.png,Sail Bluesea,Cloak,Inazuma Eleven,Brecha,FW,Fire,Shuriken,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
118.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/l/klpwcmch9ae.png,John Reynolds,Ronin,Inazuma Eleven,Afinidad,FW,Wind,Shuriken,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
119.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/n/vn-rvz69qps.png,Dan Hopper,Hopper,Inazuma Eleven,Contraataque,DF,Mountain,Shuriken,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
120.0,https://dxi4wb638ujep.cloudfront.net/1/k/x/s/xs5nbaorvvs.png,Cal Trops,Trops,Inazuma Eleven,Tensión,MF,Forest,Shuriken,140,152,147,121,123,113,135,931,Middle School,Grade 9,Male,Player
121.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/e/meiss_or4ce.png,Winston Falls,Spook,Inazuma Eleven,Juego Sucio,MF,Wind,Shuriken,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
122.0,https://dxi4wb638ujep.cloudfront.net/1/k/g/r/grrz_i7jn80.png,Kevin Castle,Castle,Inazuma Eleven,Afinidad,GK,Wind,Shuriken,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
123.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/8/e8o-flnjyhm.png,Sammy Igajima,Igajima,Inazuma Eleven,Brecha,MF,Fire,Shuriken,140,152,147,121,123,113,135,931,Elder,-,Male,Manager
124.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/x/_xzxavtxgje.png,Albert Green,Greeny,Inazuma Eleven,Contraataque,GK,Fire,Farm,120,131,123,137,144,147,130,932,Middle School,Grade 8,Male,Player
125.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/4/f4qetiy5zd0.png,Seward Hayseed,Hayseed,Inazuma Eleven,Afinidad,DF,Mountain,Farm,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
126.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uqhl-3-dewc.png,Kent Work,Work,Inazuma Eleven,Justicia,DF,Forest,Farm,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
127.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/x/sxm5qusvb2c.png,Mark Hillvalley,Hillvalley,Inazuma Eleven,Juego Sucio,DF,Mountain,Farm,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
128.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/z/dzxy9rkv2f0.png,Herb Sherman,Sherman,Inazuma Eleven,Contraataque,DF,Fire,Farm,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
129.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/2/920tum_ddle.png,Joe Small,Milky,Inazuma Eleven,Justicia,MF,Mountain,Farm,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
130.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/e/mefmdzznuws.png,Ike Steiner,Mother,Inazuma Eleven,Brecha,MF,Forest,Farm,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
131.0,https://dxi4wb638ujep.cloudfront.net/1/k/4/0/406uy-afjpe.png,Orville Newman,Spray,Inazuma Eleven,Justicia,MF,Fire,Farm,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
132.0,https://dxi4wb638ujep.cloudfront.net/1/k/j/c/jcl1fb8_kas.png,Tom Walters,Roast,Inazuma Eleven,Juego Sucio,MF,Mountain,Farm,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
133.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/0/n0q4fa12f2m.png,Daniel Dawson,Dawson,Inazuma Eleven,Afinidad,MF,Wind,Farm,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
134.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/c/wchzo_tmofk.png,Stuart Racoonfur,Muffs,Inazuma Eleven,Justicia,FW,Forest,Farm,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
135.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/z/2zcs7imedlu.png,Lorne Mower,Mower,Inazuma Eleven,Brecha,GK,Mountain,Farm,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
136.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/b/hbznwda-ww8.png,Homer Grower,Grower,Inazuma Eleven,Brecha,DF,Mountain,Farm,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
137.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/6/f60r4ess1q8.png,Rolf Howells,Howells,Inazuma Eleven,Afinidad,DF,Wind,Farm,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
138.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/s/0sfwv70oyju.png,Luke Lively,Lively,Inazuma Eleven,Tensión,DF,Forest,Farm,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
139.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/9/u9mfgmbgtdk.png,Ben Nevis,Nevis,Inazuma Eleven,Juego Sucio,DF,Wind,Farm,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
140.0,https://dxi4wb638ujep.cloudfront.net/1/k/1/u/1u_foarz1sk.png,Turtle Newfield,Newfield,Inazuma Eleven,Contraataque,MF,Wind,Farm,135,156,158,116,113,113,140,931,Adult,-,Male,Manager
141.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/x/fxn30donyam.png,John Neville,Neville,Inazuma Eleven,Contraataque,GK,Fire,Kirkwood,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
142.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/4/_4ecna7ft68.png,Malcolm Night,Night,Inazuma Eleven,Contraataque,DF,Fire,Kirkwood,114,121,119,142,149,124,166,935,Middle School,Grade 8,Male,Player
143.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/q/oq1jk_d_aju.png,Alfred Meenan,Meenan,Inazuma Eleven,Justicia,DF,Forest,Kirkwood,114,121,119,142,149,124,166,935,Middle School,Grade 7,Male,Player
144.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/x/mxy_kmptfpu.png,Dan Mirthful,Mirthful,Inazuma Eleven,Juego Sucio,DF,Forest,Kirkwood,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
145.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/z/9zdejzppo88.png,Ricky Clover,Clover,Inazuma Eleven,Justicia,DF,Mountain,Kirkwood,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
146.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/2/d2graechdcm.png,Toby Damian,Damian,Inazuma Eleven,Afinidad,MF,Wind,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
147.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/e/serk376bwvk.png,York Nashmith,Nashmith,Inazuma Eleven,Justicia,MF,Forest,Kirkwood,135,158,159,119,113,113,141,938,Middle School,Grade 7,Male,Player
148.0,https://dxi4wb638ujep.cloudfront.net/1/k/y/0/y0usg255xqm.png,Zachary Moore,Moore,Inazuma Eleven,Brecha,MF,Forest,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
149.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/c/pcfzrjfd6jk.png,Marvin Murdock,Marvin,Inazuma Eleven,Juego Sucio,FW,Fire,Kirkwood,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
150.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/0/h0e-xiwkbpe.png,Thomas Murdock,Thomas,Inazuma Eleven,Juego Sucio,FW,Wind,Kirkwood,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
151.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/c/2c1fc3ww28s.png,Tyler Murdock,Tyler,Inazuma Eleven,Justicia,FW,Mountain,Kirkwood,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
152.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/z/wzwqpqf4dcc.png,Simon Calier,Calier,Inazuma Eleven,Tensión,GK,Forest,Kirkwood,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
153.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/b/nbnlivjcuv0.png,Brody Gloom,Gloom,Inazuma Eleven,Brecha,MF,Mountain,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
154.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/6/l6gxmmxurp0.png,Victor Talis,Talis,Inazuma Eleven,Contraataque,MF,Forest,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
155.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/s/usr2hzxugac.png,Eren Middleton,Middleton,Inazuma Eleven,Afinidad,DF,Mountain,Kirkwood,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
156.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/9/09ydyuicz6s.png,Peter Wells,Wells,Inazuma Eleven,Afinidad,DF,Wind,Kirkwood,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
157.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/7/v7cq7herayu.png,Seth Nichols,Nichols,Inazuma Eleven,Justicia,DF,Wind,Kirkwood,120,123,127,135,142,123,155,925,Adult,-,Male,Manager
158.0,https://dxi4wb638ujep.cloudfront.net/1/k/b/7/b7piycz2hdk.png,Paul Siddon,Poseidon,Inazuma Eleven,Brecha,GK,Mountain,Zeus,119,130,123,133,144,152,131,932,Middle School,Grade 9,Male,Player
159.0,https://dxi4wb638ujep.cloudfront.net/1/k/7/u/7uk9hbs-y9u.png,Apollo Light,Apollo,Inazuma Eleven,Justicia,DF,Forest,Zeus,121,126,128,138,144,124,156,937,Middle School,Grade 8,Male,Player
160.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/8/k87cm-kefo8.png,Jeff Iron,Hephestus,Inazuma Eleven,Contraataque,DF,Fire,Zeus,121,126,128,138,144,124,156,937,Middle School,Grade 9,Male,Player
161.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/d/id8ainyoai8.png,Lane War,Ares,Inazuma Eleven,Afinidad,DF,Mountain,Zeus,121,126,128,138,144,124,156,937,Middle School,Grade 8,Male,Player
162.0,https://dxi4wb638ujep.cloudfront.net/1/k/5/1/51nhpy-s37u.png,Danny Wood,Dionysus,Inazuma Eleven,Afinidad,DF,Wind,Zeus,121,126,128,138,144,124,156,937,Middle School,Grade 7,Male,Player
163.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/a/zauucflacbk.png,Artie Mishman,Artemis,Inazuma Eleven,Juego Sucio,MF,Wind,Zeus,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
164.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/y/oyf1x6tgvom.png,Arion Matlock,Hermes,Inazuma Eleven,Juego Sucio,MF,Forest,Zeus,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
165.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/y/cygta3ucixk.png,Wesley Knox,Athena,Inazuma Eleven,Justicia,MF,Forest,Zeus,141,152,149,123,124,113,135,937,Middle School,Grade 7,Male,Player
166.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/w/twrmtii4lkm.png,Jonas Demetrius,Demeter,Inazuma Eleven,Tensión,FW,Fire,Zeus,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
167.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/y/dykb3jbxeis.png,Byron Love,Aphrody,Inazuma Eleven,Brecha,MF,Forest,Zeus,145,156,152,127,128,119,140,967,Middle School,Grade 8,Male,Player
168.0,https://dxi4wb638ujep.cloudfront.net/1/k/y/w/yw7ga2nlp7e.png,Henry House,Hera,Inazuma Eleven,Afinidad,MF,Fire,Zeus,141,152,149,123,124,113,135,937,Middle School,Grade 9,Male,Player
169.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/f/sfyvjrsdcb0.png,Iggy Russ,Icarus,Inazuma Eleven,Afinidad,GK,Wind,Zeus,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
170.0,https://dxi4wb638ujep.cloudfront.net/1/k/j/3/j3p0ku05xoc.png,Gus Heeley,Achilles,Inazuma Eleven,Afinidad,FW,Mountain,Zeus,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
171.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/w/hwuoknmv0uc.png,Harry Closs,Heracles,Inazuma Eleven,Contraataque,DF,Fire,Zeus,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
172.0,https://dxi4wb638ujep.cloudfront.net/1/k/q/-/q-fjnyavzd0.png,Andy Chronic,Chronos,Inazuma Eleven,Brecha,DF,Forest,Zeus,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
173.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/r/wr880v1ns9e.png,Ned Yousef,Medusa,Inazuma Eleven,Justicia,MF,Mountain,Zeus,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
174.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/5/95cfyipzc3u.png,Herman Muller,Muller,Inazuma Eleven,Justicia,GK,Wind,Inazuma Kids FC,117,128,120,135,141,145,128,914,Elementary,-,Male,Player
175.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/w/dw_wlv6r3xk.png,Keth Claus,Claus,Inazuma Eleven,Justicia,DF,Wind,Inazuma Kids FC,114,119,116,142,148,121,165,925,Elementary,-,Male,Player
176.0,https://dxi4wb638ujep.cloudfront.net/1/k/s/-/s-ormqcrakm.png,Robert Silver,Silver,Inazuma Eleven,Juego Sucio,DF,Wind,Inazuma Kids FC,114,119,116,142,148,121,165,925,Elementary,-,Male,Player
177.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufjnizohfim.png,Izzy Island,Izzy,Inazuma Eleven,Tensión,DF,Forest,Inazuma Kids FC,120,123,127,135,142,123,155,925,Elementary,-,Male,Player
178.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/3/f34slmo9yrk.png,Sothern Newman,Newman,Inazuma Eleven,Tensión,DF,Mountain,Inazuma Kids FC,120,123,127,135,142,123,155,925,Elementary,-,Male,Player
179.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/y/_ybz2rd1hxu.png,Irwin Hall,Hall,Inazuma Eleven,Contraataque,MF,Forest,Inazuma Kids FC,135,156,158,116,113,113,140,931,Elementary,-,Male,Player
180.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/w/owq4bu7pqc8.png,Taylor Higgins,Higgins,Inazuma Eleven,Afinidad,MF,Wind,Inazuma Kids FC,135,156,158,116,113,113,140,931,Elementary,-,Male,Player
181.0,https://dxi4wb638ujep.cloudfront.net/1/k/6/a/6avgqj4tn9u.png,Jamie Cool,Cool,Inazuma Eleven,Justicia,MF,Wind,Inazuma Kids FC,140,152,147,121,123,113,135,931,Elementary,-,Male,Player
182.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/y/lykbhcexgo8.png,Hans Randall,Randall,Inazuma Eleven,Afinidad,FW,Fire,Inazuma Kids FC,155,151,137,121,119,112,134,929,Elementary,-,Male,Player
183.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/a/la_mddxebic.png,Michael Riverside,Riverside,Inazuma Eleven,Tensión,MF,Mountain,Inazuma Kids FC,135,156,158,116,113,113,140,931,Elementary,-,Male,Player
184.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/y/uyotwixksr0.png,Millie Moonlight,Millie,Inazuma Eleven,Contraataque,FW,Forest,Inazuma Kids FC,166,158,142,119,113,113,126,937,Elementary,-,Female,Player
185.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/d/0dtyj_eszxe.png,Karl Blue,Karl,Inazuma Eleven,Juego Sucio,MF,Mountain,Inazuma Kids FC,140,152,147,121,123,113,135,931,Elementary,-,Male,Player
186.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/1/f1c5oaiw0cs.png,Theakston Plank,Plank,Inazuma Eleven,Brecha,FW,Wind,Inazuma Kids FC,165,156,142,116,113,113,124,929,Elementary,-,Male,Player
187.0,https://dxi4wb638ujep.cloudfront.net/1/k/h/u/hublgzw6xes.png,Ken Cake,Cake,Inazuma Eleven,Justicia,FW,Mountain,Inazuma Kids FC,165,156,142,116,113,113,124,929,Elementary,-,Male,Player
188.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/8/28qenmwac3e.png,Mitch Grumble,Grumble,Inazuma Eleven,Brecha,MF,Wind,Inazuma Kids FC,135,156,158,116,113,113,140,931,Elementary,-,Male,Player
189.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/t/wtjxe7jipx0.png,Bart Grantham,Grantham,Inazuma Eleven,Tensión,GK,Forest,Inazuma Kids FC,117,128,120,135,141,145,128,914,Elementary,-,Male,Player
190.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/v/vvrzhm1aiie.png,Seymour Hillman,Hillman,Inazuma Eleven,Brecha,GK,Mountain,Raimon Veterans,121,133,124,134,145,152,131,940,Adult,-,Male,0
191.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/a/paysyrasxo0.png,Charles Island,Island,Inazuma Eleven,Justicia,DF,Forest,Raimon Veterans,114,121,119,142,149,124,166,935,Adult,-,Male,Player
192.0,https://dxi4wb638ujep.cloudfront.net/1/k/-/o/-odnfumo6bc.png,Garret Hairtown,Hairtown,Inazuma Eleven,Justicia,DF,Wind,Raimon Veterans,114,119,116,142,148,121,165,925,Adult,-,Male,Player
193.0,https://dxi4wb638ujep.cloudfront.net/1/k/8/j/8jerx30e_dc.png,Arthur Sweet,Sweet,Inazuma Eleven,Afinidad,DF,Mountain,Raimon Veterans,114,121,119,142,149,124,166,935,Adult,-,Male,Player
194.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/h/nh1wcis-su0.png,Peter Mildred,Butler,Inazuma Eleven,Justicia,MF,Forest,Raimon Veterans,140,152,147,121,123,113,135,931,Adult,-,Male,Player
195.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/o/towfpvn2noe.png,Josh Nathaniel,Nathaniel,Inazuma Eleven,Juego Sucio,MF,Forest,Raimon Veterans,140,152,147,121,123,113,135,931,Adult,-,Male,Player
196.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/m/cmnkiqbmk9s.png,Edward Gladstone,Gladstone,Inazuma Eleven,Tensión,MF,Fire,Raimon Veterans,135,156,158,116,113,113,140,931,Adult,-,Male,Player
197.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/m/omy8tncutce.png,Tyler Thomas,Tailor,Inazuma Eleven,Tensión,MF,Mountain,Raimon Veterans,135,156,158,116,113,113,140,931,Adult,-,Male,Player
198.0,https://dxi4wb638ujep.cloudfront.net/1/k/z/k/zkpd-ykuaxs.png,Joseph Yosemite,Barista,Inazuma Eleven,Contraataque,FW,Wind,Raimon Veterans,165,156,142,116,113,113,124,929,Adult,-,Male,Player
199.0,https://dxi4wb638ujep.cloudfront.net/1/k/3/m/3myqkztdhdm.png,Ian Suffolk,Suffolk,Inazuma Eleven,Justicia,MF,Fire,Raimon Veterans,135,156,158,116,113,113,140,931,Adult,-,Male,Player
200.0,https://dxi4wb638ujep.cloudfront.net/1/k/g/k/gkdxjmlnmuk.png,Constant Builder,Builder,Inazuma Eleven,Juego Sucio,FW,Fire,Raimon Veterans,156,152,138,123,120,113,135,937,Adult,-,Male,Player
201.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mlgea7-v5ou.png,Ted Poe,Poe,Inazuma Eleven,Contraataque,FW,Forest,Raimon Veterans,165,156,142,116,113,113,124,929,Adult,-,Male,Player
202.0,https://dxi4wb638ujep.cloudfront.net/1/k/x/j/xjrl3eyvu98.png,Marshall Heart,Heart,Inazuma Eleven,Justicia,FW,Wind,Raimon Veterans,155,151,137,121,119,112,134,929,Adult,-,Male,Player
203.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/c/vcw5zdk5r78.png,Dom Foreman,Foreman,Inazuma Eleven,Afinidad,MF,Mountain,Raimon Veterans,140,152,147,121,123,113,135,931,Adult,-,Male,Player
204.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/q/kqny0isd8iu.png,Slot MacHines,MacHines,Inazuma Eleven,Juego Sucio,DF,Fire,Raimon Veterans,114,119,116,142,148,121,165,925,Adult,-,Male,Player
205.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/f/efetn_zljok.png,Bill Steakspear,Steaky,Inazuma Eleven,Tensión,DF,Mountain,Raimon Veterans,114,119,116,142,148,121,165,925,Adult,-,Male,Player
206.0,https://dxi4wb638ujep.cloudfront.net/1/k/d/5/d5idsaslcoc.png,Joe Ingram,Ingram,Inazuma Eleven,Afinidad,GK,Fire,Umbrella MS,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
207.0,https://dxi4wb638ujep.cloudfront.net/1/k/9/w/9wr2_dztpus.png,Kendall Sefton,Sefton,Inazuma Eleven,Justicia,DF,Wind,Umbrella MS,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
208.0,https://dxi4wb638ujep.cloudfront.net/1/k/m/-/m-axsi_xede.png,Jason Strike,Strike,Inazuma Eleven,Contraataque,DF,Fire,Umbrella MS,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
209.0,https://dxi4wb638ujep.cloudfront.net/1/k/o/f/ofdl87t7bbe.png,Norman Porter,Porter,Inazuma Eleven,Afinidad,DF,Mountain,Umbrella MS,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
210.0,https://dxi4wb638ujep.cloudfront.net/1/k/_/3/_3sqrelbsos.png,Maxwell Claus,Chops,Inazuma Eleven,Justicia,DF,Forest,Umbrella MS,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
211.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/y/fypfcz-jzic.png,Bruce Chaney,Chaney,Inazuma Eleven,Tensión,MF,Forest,Umbrella MS,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
212.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/w/uw--vmyz070.png,Leroy Rhymes,Rhymes,Inazuma Eleven,Brecha,MF,Wind,Umbrella MS,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
213.0,https://dxi4wb638ujep.cloudfront.net/1/k/a/a/aabmerbrtec.png,Mildford Scott,Scott,Inazuma Eleven,Tensión,MF,Forest,Umbrella MS,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
214.0,https://dxi4wb638ujep.cloudfront.net/1/k/r/y/rywhzu9r-30.png,Lou Edmonds,Edmonds,Inazuma Eleven,Tensión,FW,Fire,Umbrella MS,156,152,138,123,120,113,135,937,Middle School,Grade 7,Male,Player
215.0,https://dxi4wb638ujep.cloudfront.net/1/k/f/a/farkpv0ifbu.png,Cameron Morefield,Morefield,Inazuma Eleven,Justicia,MF,Wind,Umbrella MS,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
216.0,https://dxi4wb638ujep.cloudfront.net/1/k/0/y/0yareqsyyo8.png,Greg Bernard,Cyborg,Inazuma Eleven,Brecha,FW,Forest,Umbrella MS,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
217.0,https://dxi4wb638ujep.cloudfront.net/1/k/u/d/ud5ex3nqhim.png,Peter Banker,Banker,Inazuma Eleven,Brecha,GK,Wind,Umbrella MS,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
218.0,https://dxi4wb638ujep.cloudfront.net/1/k/l/1/l1i_6ibqq7k.png,Saul Tunk,Tunk,Inazuma Eleven,Juego Sucio,MF,Fire,Umbrella MS,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
219.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/u/nupjurtgv9k.png,Alan Most,Most,Inazuma Eleven,Contraataque,DF,Mountain,Umbrella MS,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
220.0,https://dxi4wb638ujep.cloudfront.net/1/k/w/8/w8-c5u18com.png,Paul Caperock,Caperock,Inazuma Eleven,Tensión,DF,Wind,Umbrella MS,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
221.0,https://dxi4wb638ujep.cloudfront.net/1/k/2/t/2td3qza03u8.png,Julius Molehill,Molehill,Inazuma Eleven,Tensión,DF,Wind,Umbrella MS,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
222.0,https://dxi4wb638ujep.cloudfront.net/1/k/k/t/kttlw44rtb8.png,Clint Loggan,Loggan,Inazuma Eleven,Contraataque,FW,Forest,Umbrella MS,165,156,142,116,113,113,124,929,Adult,-,Female,Manager
223.0,https://dxi4wb638ujep.cloudfront.net/1/k/p/v/pvffvewm8xm.png,Suzanne Yuma,Yuma,Inazuma Eleven,Afinidad,GK,Mountain,Street Sally's,117,128,120,135,141,145,128,914,Adult,-,Female,Player
224.0,https://dxi4wb638ujep.cloudfront.net/1/k/v/a/vamqgzjujr8.png,Tammy Fielding,Fielding,Inazuma Eleven,Brecha,DF,Forest,Street Sally's,114,119,116,142,148,121,165,925,Adult,-,Female,Player
225.0,https://dxi4wb638ujep.cloudfront.net/1/k/e/o/eoxlrmfukiu.png,Alex Lovely,Lovely,Inazuma Eleven,Contraataque,DF,Wind,Street Sally's,120,123,127,135,142,123,155,925,Adult,-,Female,Player
226.0,https://dxi4wb638ujep.cloudfront.net/1/k/c/j/cjqxf_x4hku.png,Louis Hillside,Knuckles,Inazuma Eleven,Tensión,DF,Fire,Street Sally's,114,119,116,142,148,121,165,925,Adult,-,Male,Player
227.0,https://dxi4wb638ujep.cloudfront.net/1/k/t/h/thh2oaxcmx8.png,Ness Sheldon,Sheldon,Inazuma Eleven,Afinidad,DF,Mountain,Street Sally's,114,119,116,142,148,121,165,925,Adult,-,Male,Player
228.0,https://dxi4wb638ujep.cloudfront.net/1/k/n/o/nocd7dek53m.png,Lizzy Squirrel,Squirrel,Inazuma Eleven,Brecha,MF,Wind,Street Sally's,140,152,147,121,123,113,135,931,Adult,-,Female,Player
229.0,https://dxi4wb638ujep.cloudfront.net/1/k/8/m/8mziwiiwuek.png,Kippy Jones,Jones,Inazuma Eleven,Brecha,MF,Forest,Street Sally's,140,152,147,121,123,113,135,931,Adult,-,Male,Player
230.0,https://dxi4wb638ujep.cloudfront.net/1/k/i/m/imm6nvhsz7m.png,Fayette Riversong,Riversong,Inazuma Eleven,Justicia,MF,Mountain,Street Sally's,135,156,158,116,113,113,140,931,Adult,-,Male,Player
231.0,https://dxi4wb638ujep.cloudfront.net/1/k/5/k/5k9bkqhoeik.png,Samantha Moonlight,Samantha,Inazuma Eleven,Afinidad,FW,Wind,Street Sally's,166,158,142,119,113,113,126,937,Adult,-,Female,Player
232.0,https://dxi4wb638ujep.cloudfront.net/1/k/x/m/xmmwqroh_ke.png,Mitch Sandstone,Sandstone,Inazuma Eleven,Justicia,MF,Fire,Street Sally's,135,156,158,116,113,113,140,931,Adult,-,Male,Player
